cod_mpio,municipio,departamento,lat,lon,riesgo_score,riesgo_nivel,riesgo_pred,confianza,idx_minero,idx_deforestacion,idx_hidrico,idx_sensibilidad,mineria_titulos,mineria_minerales,deforestacion_ha,runap_areas,runap_hectareas,agua_estaciones,mineria_volumen,mineria_regalias,es_pdet
15696,SANTA SOFÍA,BOYACÁ,5.713269,-73.602707,0.049,Bajo,Bajo,1.0,0.0,0.0,0.0,0.4898,0,0,0.0,3,2125.3,0,0.0,0.0,0
15720,SATIVANORTE,BOYACÁ,6.131132,-72.708458,0.2118,Medio,Medio,0.998,0.6051,0.0,0.0,0.0,20,5,0.0,0,0.0,0,14917.1,0.0,0
15723,SATIVASUR,BOYACÁ,6.093183,-72.712435,0.2414,Medio,Medio,0.989,0.6896,0.0,0.0,0.0,50,6,0.0,0,0.0,0,8250.7,0.0,0
15740,SIACHOQUE,BOYACÁ,5.511811,-73.24466,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15753,SOATÁ,BOYACÁ,6.331945,-72.684051,0.1293,Bajo,Bajo,1.0,0.3694,0.0,0.0,0.0,2,1,0.0,0,0.0,0,5902.0,0.0,0
15755,SOCOTÁ,BOYACÁ,6.041162,-72.636653,0.2478,Medio,Medio,0.988,0.7079,0.0,0.0,0.0,58,6,0.0,0,0.0,0,7008.2,325.0,0
15757,SOCHA,BOYACÁ,5.996717,-72.691963,0.3281,Crítico,Crítico,0.724,0.7463,0.0,0.0,0.6692,79,8,0.0,1,35144.7,0,2848.2,600.0,0
15759,SOGAMOSO,BOYACÁ,5.723976,-72.924355,0.3346,Crítico,Crítico,0.955,0.9443,0.0,0.0,0.041,229,19,0.0,1,0.9,0,37540.3,1522.0,0
15761,SOMONDOCO,BOYACÁ,4.985726,-73.433393,0.287,Alto,Medio,0.763,0.6721,0.0,0.207,0.0,30,6,0.0,0,0.0,3,22413.5,0.0,0
15762,SORA,BOYACÁ,5.56684,-73.450153,0.1939,Medio,Medio,0.997,0.554,0.0,0.0,0.0,21,5,0.0,0,0.0,0,4552.8,0.0,0
15763,SOTAQUIRÁ,BOYACÁ,5.764986,-73.246585,0.191,Medio,Medio,0.987,0.5456,0.0,0.0,0.0,15,3,0.0,0,0.0,0,9260.8,0.0,0
15764,SORACÁ,BOYACÁ,5.500898,-73.332804,0.1464,Bajo,Bajo,1.0,0.3507,0.0,0.0,0.2361,2,1,0.0,1,39.2,0,4968.7,0.0,0
15774,SUSACÓN,BOYACÁ,6.230332,-72.690289,0.0967,Bajo,Bajo,1.0,0.2764,0.0,0.0,0.0,0,0,0.0,0,0.0,0,4135.8,0.0,0
15776,SUTAMARCHÁN,BOYACÁ,5.619781,-73.620536,0.041,Bajo,Bajo,1.0,0.1171,0.0,0.0,0.0,1,1,0.0,0,0.0,0,0.0,0.0,0
15778,SUTATENZA,BOYACÁ,5.022989,-73.452317,0.2506,Medio,Medio,0.705,0.5302,0.0,0.26,0.0,14,3,0.0,0,0.0,1,8062.5,0.0,0
15790,TASCO,BOYACÁ,5.909821,-72.781011,0.2789,Alto,Alto,0.988,0.797,0.0,0.0,0.0,87,10,0.0,0,0.0,0,23859.9,0.0,0
15798,TENZA,BOYACÁ,5.076781,-73.421176,0.1261,Bajo,Bajo,1.0,0.2961,0.0,0.09,0.0,4,2,0.0,0,0.0,1,768.5,0.0,0
15804,TIBANÁ,BOYACÁ,5.317251,-73.396457,0.1778,Bajo,Bajo,0.994,0.4157,0.0,0.0,0.3228,10,3,0.0,1,155.0,0,710.6,0.0,0
15806,TIBASOSA,BOYACÁ,5.74723,-72.999449,0.1843,Bajo,Bajo,0.983,0.5265,0.0,0.0,0.0,20,1,0.0,0,0.0,0,1565.6,0.0,0
15808,TINJACÁ,BOYACÁ,5.579713,-73.646847,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15810,TIPACOQUE,BOYACÁ,6.419203,-72.691729,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15814,TOCA,BOYACÁ,5.566464,-73.184794,0.1419,Bajo,Bajo,0.997,0.2281,0.0,0.0,0.6208,0,0,0.0,1,16504.1,0,2858.3,0.0,0
15816,TOGÜÍ,BOYACÁ,5.937438,-73.513655,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15820,TÓPAGA,BOYACÁ,5.768201,-72.832245,0.2987,Alto,Alto,0.965,0.8534,0.0,0.0,0.0,143,9,0.0,0,0.0,0,12196.3,0.0,0
15822,TOTA,BOYACÁ,5.560497,-72.985898,0.1444,Bajo,Bajo,0.999,0.4127,0.0,0.0,0.0,7,6,0.0,0,0.0,0,3505.4,0.0,0
15832,TUNUNGUÁ,BOYACÁ,5.730582,-73.933155,0.004,Bajo,Bajo,1.0,0.0114,0.0,0.0,0.0,0,0,0.0,0,0.0,0,70.0,0.0,0
15835,TURMEQUÉ,BOYACÁ,5.323261,-73.491825,0.1463,Bajo,Bajo,0.999,0.4181,0.0,0.0,0.0,5,4,0.0,0,0.0,0,5878.2,0.0,0
15837,TUTA,BOYACÁ,5.689082,-73.230285,0.2436,Medio,Medio,0.997,0.659,0.0,0.0,0.1297,27,4,0.0,1,6.6,0,21436.6,100.0,0
15839,TUTAZÁ,BOYACÁ,6.032608,-72.856035,0.0492,Bajo,Bajo,1.0,0.1406,0.0,0.0,0.0,0,0,0.0,0,0.0,0,1299.0,0.0,0
15842,ÚMBITA,BOYACÁ,5.221176,-73.456917,0.2645,Alto,Alto,0.992,0.5847,0.0,0.0,0.5981,16,4,0.0,1,11572.2,0,14840.6,0.0,0
15861,VENTAQUEMADA,BOYACÁ,5.368739,-73.522368,0.2823,Alto,Medio,0.788,0.5314,0.0,0.147,0.5958,15,6,0.0,2,11158.8,4,7225.4,500.0,0
15879,VIRACACHÁ,BOYACÁ,5.436833,-73.296894,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15897,ZETAQUIRA,BOYACÁ,5.283443,-73.17098,0.0727,Bajo,Bajo,1.0,0.2076,0.0,0.0,0.0,1,1,0.0,0,0.0,0,1417.0,0.0,0
17001,MANIZALES,CALDAS,5.057657,-75.491025,0.3607,Crítico,Crítico,0.995,0.8611,0.0,0.0,0.593,125,9,0.0,9,10682.0,0,37499.2,1223.0,0
17013,AGUADAS,CALDAS,5.610244,-75.45487,0.2226,Medio,Medio,0.998,0.6359,0.0,0.0,0.0,34,7,0.0,0,0.0,0,8113.5,31.0,0
17042,ANSERMA,CALDAS,5.236471,-75.784343,0.2293,Medio,Medio,0.994,0.6552,0.0,0.0,0.0,33,8,0.0,0,0.0,0,14318.9,821.0,0
17050,ARANZAZU,CALDAS,5.271195,-75.49129,0.1955,Medio,Medio,0.982,0.3739,0.0,0.0,0.6464,6,1,0.0,2,24622.4,0,2141.0,908.0,0
17088,BELALCÁZAR,CALDAS,4.993785,-75.811918,0.1771,Bajo,Bajo,0.989,0.506,0.0,0.0,0.0,8,2,0.0,0,0.0,0,10985.9,0.0,0
17174,CHINCHINÁ,CALDAS,4.985227,-75.607529,0.2728,Alto,Alto,0.817,0.6951,0.0,0.0,0.2948,33,6,0.0,2,99.6,0,27204.5,539.0,0
17272,FILADELFIA,CALDAS,5.297091,-75.562474,0.1779,Bajo,Bajo,0.992,0.5083,0.0,0.0,0.0,13,3,0.0,0,0.0,0,6257.4,0.0,0
17380,LA DORADA,CALDAS,5.460834,-74.668819,0.2354,Medio,Medio,0.996,0.6726,0.0,0.0,0.0,20,6,0.0,0,0.0,0,32582.9,3901.0,0
17388,LA MERCED,CALDAS,5.39647,-75.546486,0.2288,Medio,Medio,0.994,0.6536,0.0,0.0,0.0,17,3,0.0,0,0.0,0,29862.2,1226.0,0
17433,MANZANARES,CALDAS,5.255699,-75.152829,0.1784,Bajo,Bajo,0.988,0.375,0.0,0.0,0.472,2,2,0.0,1,1607.6,0,6202.9,0.0,0
17442,MARMATO,CALDAS,5.47422,-75.600049,0.2239,Medio,Medio,0.99,0.6397,0.0,0.0,0.0,42,4,0.0,0,0.0,0,1080.4,120.0,0
17444,MARQUETALIA,CALDAS,5.297525,-75.053097,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
17446,MARULANDA,CALDAS,5.284304,-75.259721,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
17486,NEIRA,CALDAS,5.166895,-75.520006,0.2403,Medio,Medio,0.987,0.6865,0.0,0.0,0.0,29,7,0.0,0,0.0,0,28151.0,0.0,0
17495,NORCASIA,CALDAS,5.574796,-74.889543,0.198,Medio,Medio,0.964,0.4313,0.0,0.0,0.4701,1,1,0.0,10,1560.8,0,10840.6,1248.0,0
17513,PÁCORA,CALDAS,5.527172,-75.459621,0.1071,Bajo,Bajo,0.999,0.1856,0.0,0.0,0.4213,2,2,0.0,1,726.9,0,0.0,0.0,0
17524,PALESTINA,CALDAS,5.017879,-75.624577,0.253,Medio,Medio,0.949,0.6762,0.0,0.0,0.163,36,4,0.0,1,11.8,0,17738.0,296.0,0
17541,PENSILVANIA,CALDAS,5.383281,-75.160299,0.1716,Bajo,Bajo,0.987,0.3792,0.0,0.0,0.3891,3,1,0.0,3,439.1,0,5433.2,1877.0,0
17614,RIOSUCIO,CALDAS,5.423673,-75.702104,0.1625,Bajo,Bajo,0.998,0.4643,0.0,0.0,0.0,4,1,0.0,0,0.0,0,10613.4,7578.0,0
17616,RISARALDA,CALDAS,5.164509,-75.76722,0.0299,Bajo,Bajo,1.0,0.0855,0.0,0.0,0.0,0,0,0.0,0,0.0,0,658.3,0.0,0
17653,SALAMINA,CALDAS,5.403025,-75.487223,0.1629,Bajo,Bajo,0.997,0.3441,0.0,0.0,0.4244,2,1,0.0,2,763.7,0,4666.0,0.0,0
17662,SAMANÁ,CALDAS,5.41308,-74.992263,0.1676,Bajo,Bajo,0.995,0.3105,0.0,0.0,0.589,0,0,0.0,2,10037.9,0,5284.2,0.0,0
17665,SAN JOSÉ,CALDAS,5.08231,-75.792063,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
17777,SUPÍA,CALDAS,5.446843,-75.64966,0.2472,Medio,Medio,0.993,0.7063,0.0,0.0,0.0,29,6,0.0,0,0.0,0,35399.7,6968.0,0
17867,VICTORIA,CALDAS,5.317437,-74.911239,0.2659,Alto,Alto,0.947,0.6287,0.0,0.0,0.4584,17,7,0.0,1,1300.3,0,23307.6,1592.0,0
17873,VILLAMARÍA,CALDAS,5.038925,-75.502487,0.2794,Alto,Alto,0.935,0.6662,0.0,0.0,0.4626,25,2,0.0,8,1387.6,0,25591.4,0.0,0
17877,VITERBO,CALDAS,5.062664,-75.87061,0.2375,Medio,Medio,0.986,0.5946,0.0,0.0,0.2943,26,6,0.0,1,98.8,0,6754.8,258.0,0
18001,FLORENCIA,CAQUETÁ,1.618196,-75.609831,0.2888,Alto,Alto,0.988,0.6307,0.0,0.0,0.681,22,4,0.0,13,846.2,0,18795.8,181.0,1
18029,ALBANIA,CAQUETÁ,1.328526,-75.878375,0.2503,Medio,Medio,0.969,0.5296,0.0,0.0,0.6495,12,3,0.0,9,517.0,0,9973.5,0.0,1
18094,BELÉN DE LOS ANDAQUÍES,CAQUETÁ,1.415812,-75.872405,0.3784,Crítico,Crítico,0.981,0.4531,0.5224,0.0,0.6306,12,3,204.0,3,384.0,0,1613.2,0.0,1
18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,1.332371,-74.847867,0.3503,Crítico,Alto,0.519,0.0,0.9839,0.0,0.5515,0,0,22591.0,1,110.8,0,0.0,0.0,1
18205,CURILLO,CAQUETÁ,1.033473,-75.919205,0.1975,Medio,Medio,0.897,0.0,0.4891,0.0,0.5079,0,0,145.0,1,55.5,0,0.0,0.0,1
18247,EL DONCELLO,CAQUETÁ,1.679951,-75.283631,0.3359,Crítico,Crítico,0.98,0.4067,0.4577,0.0,0.5621,0,0,105.0,3,130.8,0,10104.0,0.0,1
18256,EL PAUJÍL,CAQUETÁ,1.570226,-75.326093,0.3942,Crítico,Crítico,0.985,0.5292,0.4714,0.0,0.6751,8,3,121.0,9,771.8,0,13927.0,0.0,1
18410,LA MONTAÑITA,CAQUETÁ,1.479173,-75.436408,0.2931,Alto,Alto,0.923,0.082,0.6435,0.0,0.7132,0,0,703.0,24,1401.6,0,625.0,0.0,1
18460,MILÁN,CAQUETÁ,1.29021,-75.506926,0.2497,Medio,Medio,0.928,0.0,0.5939,0.0,0.7151,0,0,424.0,15,1443.7,0,0.0,0.0,1
18479,MORELIA,CAQUETÁ,1.486611,-75.724146,0.2978,Alto,Alto,0.958,0.3726,0.3119,0.0,0.7385,3,1,23.0,19,2081.9,0,5071.1,4.0,1
18592,PUERTO RICO,CAQUETÁ,1.909063,-75.157604,0.2483,Medio,Medio,0.971,0.512,0.0,0.0,0.6907,8,2,0.0,10,985.2,0,11710.2,0.0,1
18610,SAN JOSÉ DEL FRAGUA,CAQUETÁ,1.330266,-75.973796,0.2964,Alto,Crítico,0.561,0.1095,0.5374,0.0,0.9686,0,0,238.0,3,76117.9,0,912.2,0.0,1
18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,2.119413,-74.767894,0.4851,Crítico,Crítico,0.961,0.3478,1.0,0.0,0.6335,4,2,26632.0,3,401.9,0,2835.0,0.0,1
18756,SOLANO,CAQUETÁ,0.699077,-75.253702,0.3746,Crítico,Crítico,0.96,0.2555,0.8673,0.0,0.25,0,0,6890.0,0,0.0,0,3538.3,1343.0,1
18785,SOLITA,CAQUETÁ,0.87654,-75.619902,0.1683,Bajo,Bajo,0.98,0.0,0.4777,0.0,0.25,0,0,129.0,0,0.0,0,0.0,0.0,1
18860,VALPARAÍSO,CAQUETÁ,1.194619,-75.70671,0.2362,Medio,Medio,0.943,0.0,0.589,0.0,0.5952,0,0,403.0,4,220.3,0,0.0,0.0,1
19001,POPAYÁN,CAUCA,2.459641,-76.599377,0.3423,Crítico,Crítico,0.953,0.6541,0.0,0.33,0.309,23,8,0.0,11,124.7,1,24028.8,104.0,0
19022,ALMAGUER,CAUCA,1.913429,-76.85607,0.1175,Bajo,Bajo,1.0,0.3358,0.0,0.0,0.0,0,0,0.0,0,0.0,0,6299.5,0.0,0
19050,ARGELIA,CAUCA,2.257427,-77.24905,0.0947,Bajo,Bajo,0.997,0.0367,0.0,0.0,0.8183,0,0,0.0,1,7256.7,0,242.3,0.0,1
19075,BALBOA,CAUCA,2.040998,-77.215773,0.025,Bajo,Bajo,1.0,0.0,0.0,0.0,0.25,0,0,0.0,0,0.0,0,0.0,0.0,1
19100,BOLÍVAR,CAUCA,1.837538,-76.966215,0.1737,Bajo,Bajo,0.989,0.4963,0.0,0.0,0.0,7,4,0.0,0,0.0,0,10868.3,1125.0,0
19110,BUENOS AIRES,CAUCA,3.015382,-76.642238,0.3049,Alto,Alto,0.973,0.6819,0.0,0.165,0.25,32,13,0.0,0,0.0,4,23609.8,0.0,1
19130,CAJIBÍO,CAUCA,2.623371,-76.570682,0.2017,Medio,Medio,0.951,0.4422,0.0,0.0,0.4689,5,3,0.0,2,29.7,0,7699.7,0.0,1
19137,CALDONO,CAUCA,2.798059,-76.484319,0.1492,Bajo,Bajo,0.999,0.3406,0.0,0.0,0.3004,0,0,0.0,1,1.2,0,6506.9,0.0,1
19142,CALOTO,CAUCA,3.034531,-76.408941,0.2868,Alto,Alto,0.994,0.6357,0.0,0.0,0.6431,27,4,0.0,2,467.0,0,15053.8,0.0,1
19212,CORINTO,CAUCA,3.173854,-76.261866,0.2302,Medio,Medio,0.988,0.5863,0.0,0.0,0.25,14,6,0.0,0,0.0,0,17138.9,0.0,1
19256,EL TAMBO,CAUCA,2.451409,-76.810911,0.3359,Crítico,Crítico,0.956,0.7899,0.0,0.0,0.5942,59,7,0.0,4,217.0,0,47277.2,3407.0,1
19290,FLORENCIA,CAUCA,1.682535,-77.072547,0.1891,Bajo,Bajo,0.867,0.0,0.6305,0.0,0.0,0,0,616.0,0,0.0,0,0.0,0.0,0
19300,GUACHENÉ,CAUCA,3.134153,-76.392189,0.2155,Medio,Medio,0.998,0.6156,0.0,0.0,0.0,29,4,0.0,0,0.0,0,8226.3,0.0,0
19318,GUAPI,CAUCA,2.571337,-77.88797,0.2273,Medio,Medio,0.971,0.5781,0.0,0.0,0.25,2,2,0.0,0,0.0,0,27623.8,0.0,1
19355,INZÁ,CAUCA,2.549183,-76.063503,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
19364,JAMBALÓ,CAUCA,2.777834,-76.323877,0.025,Bajo,Bajo,1.0,0.0,0.0,0.0,0.25,0,0,0.0,0,0.0,0,0.0,0.0,1
19392,LA SIERRA,CAUCA,2.179383,-76.763278,0.1952,Medio,Medio,0.996,0.5578,0.0,0.0,0.0,9,6,0.0,0,0.0,0,17147.6,0.0,0
19397,LA VEGA,CAUCA,2.001803,-76.778771,0.0784,Bajo,Bajo,1.0,0.2239,0.0,0.0,0.0,0,0,0.0,0,0.0,0,2762.2,0.0,0
19418,LÓPEZ DE MICAY,CAUCA,2.846788,-77.247803,0.2213,Medio,Medio,0.98,0.3567,0.0,0.0,0.9649,0,0,0.0,2,71850.9,0,7258.4,0.0,1
19450,MERCADERES,CAUCA,1.789193,-77.164319,0.1613,Bajo,Bajo,0.995,0.3894,0.0,0.0,0.25,7,3,0.0,0,0.0,0,2020.0,0.0,1
19455,MIRANDA,CAUCA,3.254651,-76.228722,0.1705,Bajo,Bajo,0.991,0.4157,0.0,0.0,0.25,7,4,0.0,0,0.0,0,3709.4,0.0,1
19473,MORALES,CAUCA,2.754684,-76.629106,0.2597,Alto,Alto,0.961,0.3323,0.0,0.45,0.3086,4,2,0.0,1,1.5,1,2146.2,0.0,1
19513,PADILLA,CAUCA,3.220984,-76.313265,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
19517,PÁEZ,CAUCA,2.645724,-75.970685,0.2118,Medio,Medio,0.98,0.3858,0.0,0.0,0.7676,5,3,0.0,1,163923.7,0,3813.4,0.0,0
19532,PATÍA,CAUCA,2.115875,-76.981075,0.2124,Medio,Medio,0.99,0.5353,0.0,0.0,0.25,8,4,0.0,0,0.0,0,14762.2,0.0,1
19533,PIAMONTE,CAUCA,1.11754,-76.327588,0.3703,Crítico,Crítico,0.991,0.3102,0.6278,0.0,0.7342,3,2,599.0,1,97239.2,0,2269.8,0.0,0
19548,PIENDAMÓ - TUNÍA,CAUCA,2.64228,-76.528615,0.025,Bajo,Bajo,1.0,0.0,0.0,0.0,0.25,0,0,0.0,0,0.0,0,0.0,0.0,1
19573,PUERTO TEJADA,CAUCA,3.233254,-76.417673,0.2132,Medio,Medio,0.997,0.6091,0.0,0.0,0.0,24,4,0.0,0,0.0,0,11796.7,0.0,0
19585,PURACÉ,CAUCA,2.341507,-76.496698,0.0571,Bajo,Bajo,1.0,0.0538,0.0,0.0,0.3832,0,0,0.0,20,399.8,0,375.0,0.0,0
19622,ROSAS,CAUCA,2.260941,-76.740336,0.1873,Bajo,Bajo,0.928,0.5352,0.0,0.0,0.0,8,2,0.0,0,0.0,0,14755.3,2096.0,0
19693,SAN SEBASTIÁN,CAUCA,1.838451,-76.769467,0.11,Bajo,Bajo,0.999,0.0,0.3668,0.0,0.0,0,0,41.0,0,0.0,0,0.0,0.0,0
19698,SANTANDER DE QUILICHAO,CAUCA,3.015008,-76.485141,0.2478,Medio,Medio,0.966,0.541,0.0,0.0,0.5841,5,4,0.0,6,185.2,0,18582.3,153.0,1
19701,SANTA ROSA,CAUCA,1.700916,-76.573252,0.4407,Crítico,Crítico,0.983,0.634,0.5306,0.0,0.5967,30,3,222.0,5,11307.2,0,11633.3,2011.0,0
19743,SILVIA,CAUCA,2.611927,-76.379753,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
19760,SOTARÁ - PAISPAMBA,CAUCA,2.253156,-76.613365,0.2451,Medio,Medio,0.966,0.3913,0.0,0.14,0.731,2,1,0.0,21,92411.2,1,7136.7,469.0,0
19780,SUÁREZ,CAUCA,2.959785,-76.69357,0.2585,Alto,Alto,0.957,0.5894,0.0,0.0,0.5217,15,4,0.0,2,69.1,0,16743.2,0.0,1
19785,SUCRE,CAUCA,2.038237,-76.926279,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
19807,TIMBÍO,CAUCA,2.349686,-76.684476,0.123,Bajo,Bajo,1.0,0.3513,0.0,0.0,0.0,7,7,0.0,0,0.0,0,0.0,0.0,0
19809,TIMBIQUÍ,CAUCA,2.777312,-77.667541,0.4354,Crítico,Crítico,0.991,1.0,0.0,0.0,0.8543,353,1,0.0,2,12734.3,0,17990.0,367.0,1
19821,TORIBÍO,CAUCA,2.953017,-76.270284,0.2124,Medio,Medio,0.982,0.5353,0.0,0.0,0.25,12,3,0.0,0,0.0,0,10768.9,0.0,1
19824,TOTORÓ,CAUCA,2.510252,-76.403628,0.1399,Bajo,Bajo,0.994,0.277,0.0,0.0,0.4295,1,1,0.0,25,826.5,0,3153.0,0.0,0
19845,VILLA RICA,CAUCA,3.17762,-76.458025,0.2534,Medio,Medio,0.998,0.617,0.0,0.15,0.0,31,9,0.0,0,0.0,1,6558.1,1313.0,0
20001,VALLEDUPAR,CESAR,10.460472,-73.259398,0.3673,Crítico,Crítico,0.993,0.8259,0.0,0.0,0.7827,91,21,0.0,5,4158.9,0,40767.3,0.0,1
20011,AGUACHICA,CESAR,8.306811,-73.614027,0.1637,Bajo,Bajo,0.998,0.4678,0.0,0.0,0.0,10,5,0.0,0,0.0,0,4940.1,930.0,0
20013,AGUSTÍN CODAZZI,CESAR,10.040454,-73.238389,0.1093,Bajo,Bajo,0.999,0.2408,0.0,0.0,0.25,2,1,0.0,0,0.0,0,1158.0,0.0,1
20032,ASTREA,CESAR,9.498062,-73.975842,0.0752,Bajo,Bajo,1.0,0.2149,0.0,0.0,0.0,2,2,0.0,0,0.0,0,568.0,0.0,0
20045,BECERRIL,CESAR,9.704404,-73.278707,0.2034,Medio,Medio,0.987,0.4025,0.0,0.0,0.625,6,2,0.0,5,351.9,0,3827.2,0.0,1
20060,BOSCONIA,CESAR,9.975098,-73.888761,0.2211,Medio,Medio,0.998,0.6318,0.0,0.0,0.0,35,8,0.0,0,0.0,0,6068.9,0.0,0
20175,CHIMICHAGUA,CESAR,9.25875,-73.813278,0.2924,Alto,Alto,0.98,0.6191,0.0,0.0,0.7574,36,3,0.0,2,139744.4,0,2036.4,0.0,0
20178,CHIRIGUANÁ,CESAR,9.361058,-73.599913,0.2496,Medio,Medio,0.908,0.4954,0.0,0.305,0.0,10,5,0.0,0,0.0,2,7769.5,0.0,0
20228,CURUMANÍ,CESAR,9.201716,-73.540843,0.3345,Crítico,Crítico,0.94,0.7368,0.0,0.0,0.7663,71,13,0.0,1,160657.6,0,6353.9,0.0,0
20238,EL COPEY,CESAR,10.149883,-73.962703,0.2535,Medio,Medio,0.936,0.6338,0.0,0.0,0.3162,36,9,0.0,2,139.7,0,5591.8,0.0,0
20250,EL PASO,CESAR,9.668461,-73.742012,0.1686,Bajo,Bajo,0.994,0.3857,0.0,0.0,0.3357,8,1,0.0,1,189.8,0,802.9,0.0,0
20295,GAMARRA,CESAR,8.324793,-73.737558,0.1929,Medio,Medio,0.866,0.2869,0.0,0.37,0.0,2,2,0.0,0,0.0,1,2464.7,0.0,0
20310,GONZÁLEZ,CESAR,8.389604,-73.38004,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
20383,LA GLORIA,CESAR,8.619298,-73.80321,0.1685,Bajo,Bajo,0.992,0.4814,0.0,0.0,0.0,14,6,0.0,0,0.0,0,2271.5,0.0,0
20400,LA JAGUA DE IBIRICO,CESAR,9.563752,-73.334143,0.1904,Bajo,Bajo,0.958,0.4727,0.0,0.0,0.25,9,2,0.0,0,0.0,0,6413.9,0.0,1
20443,MANAURE BALCÓN DEL CESAR,CESAR,10.390776,-73.029472,0.1952,Medio,Medio,0.964,0.3027,0.0,0.0,0.893,5,3,0.0,3,23361.8,0,0.0,0.0,1
20517,PAILITAS,CESAR,8.959399,-73.625825,0.2366,Medio,Medio,0.992,0.676,0.0,0.0,0.0,28,5,0.0,0,0.0,0,25649.9,0.0,0
20550,PELAYA,CESAR,8.689451,-73.666735,0.2136,Medio,Medio,0.995,0.4998,0.0,0.0,0.3871,18,6,0.0,1,425.1,0,269.4,0.0,0
20570,PUEBLO BELLO,CESAR,10.417321,-73.586211,0.165,Bajo,Bajo,0.965,0.1856,0.0,0.0,1.0,2,1,0.0,1,573312.6,0,0.0,0.0,1
20614,RÍO DE ORO,CESAR,8.292292,-73.386393,0.1398,Bajo,Bajo,1.0,0.3993,0.0,0.0,0.0,4,2,0.0,0,0.0,0,5624.0,998.0,0
20621,LA PAZ,CESAR,10.387552,-73.171365,0.3031,Alto,Alto,0.759,0.5154,0.0,0.391,0.25,16,9,0.0,0,0.0,8,4122.1,0.0,1
20710,SAN ALBERTO,CESAR,7.76111,-73.393889,0.2369,Medio,Medio,0.99,0.5315,0.0,0.0,0.5083,12,9,0.0,1,2838.2,0,10237.7,0.0,0
20750,SAN DIEGO,CESAR,10.333039,-73.181208,0.2109,Medio,Medio,0.99,0.5311,0.0,0.0,0.25,11,5,0.0,0,0.0,0,11180.5,0.0,1
20770,SAN MARTÍN,CESAR,7.999855,-73.510914,0.2154,Medio,Medio,0.997,0.6153,0.0,0.0,0.0,28,7,0.0,0,0.0,0,9170.4,0.0,0
20787,TAMALAMEQUE,CESAR,8.861725,-73.812172,0.1296,Bajo,Bajo,1.0,0.3704,0.0,0.0,0.0,4,2,0.0,0,0.0,0,3954.0,0.0,0
23001,MONTERÍA,CÓRDOBA,8.759789,-75.873096,0.3032,Alto,Alto,0.974,0.7448,0.0,0.0,0.4252,58,18,0.0,2,772.8,0,23118.2,0.0,0
23068,AYAPEL,CÓRDOBA,8.313838,-75.146048,0.2824,Alto,Alto,0.973,0.5866,0.0,0.0,0.7706,0,0,0.0,2,171871.1,0,31209.3,853.0,0
23079,BUENAVISTA,CÓRDOBA,8.221187,-75.480897,0.0052,Bajo,Bajo,1.0,0.0149,0.0,0.0,0.0,0,0,0.0,0,0.0,0,92.4,31.0,0
23090,CANALETE,CÓRDOBA,8.786939,-76.241476,0.0329,Bajo,Bajo,1.0,0.0,0.0,0.0,0.3294,0,0,0.0,2,171.9,0,0.0,0.0,0
23162,CERETÉ,CÓRDOBA,8.888532,-75.796093,0.049,Bajo,Bajo,1.0,0.0094,0.0,0.0,0.4567,0,0,0.0,1,1265.0,0,57.3,579.0,0
23168,CHIMÁ,CÓRDOBA,9.149698,-75.626886,0.068,Bajo,Bajo,1.0,0.0,0.0,0.0,0.6805,0,0,0.0,1,42004.7,0,0.0,0.0,0
23182,CHINÚ,CÓRDOBA,9.105473,-75.399633,0.0387,Bajo,Bajo,1.0,0.1105,0.0,0.0,0.0,0,0,0.0,0,0.0,0,923.3,0.0,0
23189,CIÉNAGA DE ORO,CÓRDOBA,8.875794,-75.620807,0.1125,Bajo,Bajo,1.0,0.3214,0.0,0.0,0.0,3,3,0.0,0,0.0,0,2702.0,716.0,0
