cod_mpio,municipio,departamento,riesgo_nivel,score_anomalia,idx_minero,idx_deforestacion,idx_fuego,idx_hidrico,idx_sensibilidad,es_anomalia
15516,PAIPA,BOYACÁ,Alto,0.3318,0.8185,0.0,0.0,0.0,0.5755,0
13810,TIQUISIO,BOLÍVAR,Alto,0.3316,0.6056,0.0,0.6076,0.0,0.0,0
73675,SAN ANTONIO,TOLIMA,Bajo,0.3306,0.0,0.0,0.4074,0.0,0.1145,0
81591,PUERTO RONDÓN,ARAUCA,Bajo,0.3306,0.0,0.0,0.294,0.0,0.6191,0
41668,SAN AGUSTÍN,HUILA,Medio,0.327,0.4081,0.0,0.0,0.08,0.7065,0
85125,HATO COROZAL,CASANARE,Alto,0.327,0.5745,0.0,0.4714,0.0,0.3995,0
27077,BAJO BAUDÓ,CHOCÓ,Bajo,0.3255,0.0063,0.0,0.0,0.0,0.8094,0
68255,EL PLAYÓN,SANTANDER,Bajo,0.3253,0.0,0.0,0.3521,0.0,0.5075,0
25320,GUADUAS,CUNDINAMARCA,Alto,0.3242,0.5489,0.0,0.4068,0.0,0.5088,0
19142,CALOTO,CAUCA,Alto,0.3194,0.6357,0.0,0.2292,0.0,0.6431,0
41872,VILLAVIEJA,HUILA,Medio,0.3193,0.2342,0.0,0.2863,0.0,0.6694,0
5040,ANORÍ,ANTIOQUIA,Alto,0.3184,0.6681,0.0,0.0,0.0,0.8014,0
50001,VILLAVICENCIO,META,Alto,0.3183,0.8078,0.0,0.0,0.0,0.4976,0
13222,CLEMENCIA,BOLÍVAR,Bajo,0.3178,0.1856,0.0,0.4163,0.0,0.2425,0
20238,EL COPEY,CESAR,Alto,0.3176,0.6338,0.0,0.4136,0.0,0.3162,0
13670,SAN PABLO,BOLÍVAR,Bajo,0.3168,0.1729,0.0,0.4047,0.0,0.25,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,Alto,0.3153,0.6414,0.0,0.5318,0.0,0.0,0
15047,AQUITANIA,BOYACÁ,Bajo,0.3141,0.2351,0.0,0.0,0.133,0.0,0
47980,ZONA BANANERA,MAGDALENA,Medio,0.3128,0.4636,0.0,0.6095,0.0,0.0,0
15810,TIPACOQUE,BOYACÁ,Bajo,0.3126,0.0,0.0,0.5613,0.0,0.0,0
44098,DISTRACCIÓN,LA GUAJIRA,Bajo,0.3071,0.2539,0.0,0.5569,0.0,0.0,0
76890,YOTOCO,VALLE DEL CAUCA,Alto,0.3051,0.6282,0.0,0.1735,0.0,0.5415,0
13580,REGIDOR,BOLÍVAR,Bajo,0.3043,0.0715,0.0,0.4275,0.0,0.0,0
70523,PALMITO,SUCRE,Bajo,0.3032,0.0,0.0,0.351,0.0,0.25,0
52233,CUMBITARA,NARIÑO,Medio,0.3031,0.4325,0.0,0.4707,0.0,0.25,0
44279,FONSECA,LA GUAJIRA,Bajo,0.3017,0.0,0.0,0.3366,0.0,0.25,0
76248,EL CERRITO,VALLE DEL CAUCA,Medio,0.3006,0.3686,0.0,0.523,0.0,0.0,0
13458,MONTECRISTO,BOLÍVAR,Alto,0.3006,0.7085,0.0,0.3454,0.0,0.0,0
44874,VILLANUEVA,LA GUAJIRA,Bajo,0.2943,0.1048,0.0,0.4156,0.0,0.0,0
13052,ARJONA,BOLÍVAR,Bajo,0.2939,0.1436,0.0,0.4583,0.0,0.0,0
52612,RICAURTE,NARIÑO,Bajo,0.2938,0.0,0.0,0.0,0.0,0.8135,0
68655,SABANA DE TORRES,SANTANDER,Alto,0.2905,0.6072,0.0,0.355,0.0,0.3701,0
13744,SIMITÍ,BOLÍVAR,Medio,0.2892,0.4565,0.0,0.4382,0.0,0.25,0
5031,AMALFI,ANTIOQUIA,Alto,0.2874,0.7805,0.0,0.0,0.0,0.6287,0
47030,ALGARROBO,MAGDALENA,Medio,0.2874,0.4436,0.0,0.5244,0.0,0.0,0
19137,CALDONO,CAUCA,Medio,0.2834,0.3406,0.0,0.3892,0.0,0.3004,0
13160,CANTAGALLO,BOLÍVAR,Bajo,0.282,0.0,0.0,0.2868,0.0,0.25,0
70820,SANTIAGO DE TOLÚ,SUCRE,Bajo,0.2813,0.0,0.0,0.1439,0.0,0.5109,0
25407,LENGUAZAQUE,CUNDINAMARCA,Alto,0.2805,0.8578,0.0,0.0,0.0,0.0,0
54398,LA PLAYA,NORTE DE SANTANDER,Bajo,0.28,0.0,0.0,0.2237,0.0,0.4449,0
25754,SOACHA,CUNDINAMARCA,Alto,0.2799,0.7971,0.0,0.0,0.0,0.3767,0
20060,BOSCONIA,CESAR,Alto,0.2797,0.6318,0.0,0.4528,0.0,0.0,0
15533,PAYA,BOYACÁ,Bajo,0.2788,0.1856,0.0,0.4759,0.0,0.0,0
13894,ZAMBRANO,BOLÍVAR,Bajo,0.2772,0.0,0.0,0.2676,0.0,0.25,0
54800,TEORAMA,NORTE DE SANTANDER,Bajo,0.2766,0.0,0.0,0.2662,0.0,0.25,0
73770,SUÁREZ,TOLIMA,Alto,0.2765,0.5923,0.0,0.3018,0.0,0.2269,0
47318,GUAMAL,MAGDALENA,Bajo,0.2761,0.0,0.0,0.4771,0.0,0.0,0
15097,BOAVITA,BOYACÁ,Medio,0.2754,0.4446,0.0,0.4989,0.0,0.0,0
47053,ARACATACA,MAGDALENA,Bajo,0.2754,0.2999,0.0,0.3511,0.0,0.25,0
15757,SOCHA,BOYACÁ,Alto,0.2752,0.7463,0.0,0.0,0.0,0.6692,0
15820,TÓPAGA,BOYACÁ,Alto,0.2747,0.8534,0.0,0.0,0.0,0.0,0
68235,EL CARMEN DE CHUCURÍ,SANTANDER,Medio,0.2739,0.4553,0.0,0.0,0.0,0.836,0
15646,SAMACÁ,BOYACÁ,Alto,0.2721,0.6859,0.0,0.2957,0.0,0.0,0
73152,CASABIANCA,TOLIMA,Bajo,0.2708,0.0657,0.0,0.3072,0.0,0.0,0
70233,EL ROBLE,SUCRE,Bajo,0.2704,0.0,0.0,0.1767,0.0,0.3066,0
23182,CHINÚ,CÓRDOBA,Bajo,0.2693,0.1105,0.0,0.3021,0.0,0.0,0
76233,DAGUA,VALLE DEL CAUCA,Bajo,0.2691,0.1802,0.0,0.0,0.0,0.7806,0
68101,BOLÍVAR,SANTANDER,Medio,0.2684,0.3729,0.0,0.4643,0.0,0.0,0
5686,SANTA ROSA DE OSOS,ANTIOQUIA,Alto,0.2683,0.8442,0.0,0.0,0.0,0.0,0
13873,VILLANUEVA,BOLÍVAR,Bajo,0.2664,0.0,0.0,0.4558,0.0,0.0,0
19532,PATÍA,CAUCA,Medio,0.2657,0.5353,0.0,0.3675,0.0,0.25,0
85010,AGUAZUL,CASANARE,Medio,0.2647,0.7069,0.0,0.2226,0.0,0.0,0
68406,LEBRIJA,SANTANDER,Bajo,0.2641,0.4401,0.0,0.1593,0.0,0.1869,0
20383,LA GLORIA,CESAR,Medio,0.2638,0.4814,0.0,0.4841,0.0,0.0,0
23079,BUENAVISTA,CÓRDOBA,Bajo,0.2628,0.0149,0.0,0.3474,0.0,0.0,0
63690,SALENTO,QUINDÍO,Bajo,0.2623,0.0405,0.0,0.0,0.0,0.7332,0
73217,COYAIMA,TOLIMA,Medio,0.258,0.5947,0.0,0.4437,0.0,0.0,0
41298,GARZÓN,HUILA,Medio,0.2569,0.4395,0.0,0.238,0.0,0.4942,0
73616,RIOBLANCO,TOLIMA,Bajo,0.2561,0.0,0.0,0.1126,0.0,0.4499,0
19212,CORINTO,CAUCA,Medio,0.2556,0.5863,0.0,0.2891,0.0,0.25,0
13062,ARROYOHONDO,BOLÍVAR,Medio,0.2554,0.3809,0.0,0.4392,0.0,0.0,0
19824,TOTORÓ,CAUCA,Bajo,0.2533,0.277,0.0,0.1865,0.0,0.4295,0
13650,SAN FERNANDO,BOLÍVAR,Bajo,0.2523,0.0,0.0,0.4257,0.0,0.0,0
47189,CIÉNAGA,MAGDALENA,Alto,0.2522,0.6345,0.0,0.2329,0.0,0.25,0
73319,GUAMO,TOLIMA,Alto,0.252,0.6336,0.0,0.3738,0.0,0.0,0
73148,CARMEN DE APICALÁ,TOLIMA,Medio,0.2508,0.5651,0.0,0.4462,0.0,0.0,0
76147,CARTAGO,VALLE DEL CAUCA,Medio,0.2499,0.608,0.0,0.2178,0.0,0.2876,0
73067,ATACO,TOLIMA,Medio,0.2486,0.5313,0.0,0.3015,0.0,0.25,0
47058,ARIGUANÍ,MAGDALENA,Bajo,0.2453,0.1732,0.0,0.3406,0.0,0.0,0
41132,CAMPOALEGRE,HUILA,Medio,0.2391,0.6,0.0,0.3616,0.0,0.0,0
41524,PALERMO,HUILA,Alto,0.2382,0.782,0.0,0.0,0.0,0.3535,0
44560,MANAURE,LA GUAJIRA,Bajo,0.2378,0.0482,0.0,0.0,0.0,0.712,0
47288,FUNDACIÓN,MAGDALENA,Medio,0.2376,0.4204,0.0,0.2595,0.0,0.25,0
73624,ROVIRA,TOLIMA,Medio,0.2374,0.4986,0.0,0.2569,0.0,0.3717,0
5086,BELMIRA,ANTIOQUIA,Alto,0.2344,0.691,0.0,0.0,0.0,0.6814,0
47460,NUEVA GRANADA,MAGDALENA,Bajo,0.2342,0.0,0.0,0.395,0.0,0.0,0
13188,CICUCO,BOLÍVAR,Bajo,0.2342,0.0,0.0,0.3948,0.0,0.0,0
73226,CUNDAY,TOLIMA,Bajo,0.2342,0.0,0.0,0.3949,0.0,0.0,0
73270,FALAN,TOLIMA,Medio,0.2328,0.4915,0.0,0.4046,0.0,0.0,0
25200,COGUA,CUNDINAMARCA,Alto,0.2324,0.7412,0.0,0.0,0.0,0.5267,0
17486,NEIRA,CALDAS,Medio,0.2323,0.6865,0.0,0.1069,0.0,0.0,0
54109,BUCARASICA,NORTE DE SANTANDER,Bajo,0.2319,0.2088,0.0,0.3506,0.0,0.0,0
54680,SANTIAGO,NORTE DE SANTANDER,Medio,0.2309,0.5987,0.0,0.3105,0.0,0.0,0
25123,CACHIPAY,CUNDINAMARCA,Bajo,0.2302,0.0,0.0,0.3852,0.0,0.0,0
20770,SAN MARTÍN,CESAR,Medio,0.2293,0.6153,0.0,0.2952,0.0,0.0,0
50223,CUBARRAL,META,Bajo,0.2271,0.2932,0.0,0.0,0.0,0.7837,0
27495,NUQUÍ,CHOCÓ,Bajo,0.227,0.0571,0.0,0.0,0.0,0.7038,0
47703,SAN ZENÓN,MAGDALENA,Bajo,0.2266,0.0,0.0,0.3765,0.0,0.0,0
68264,ENCINO,SANTANDER,Bajo,0.2258,0.1934,0.0,0.0,0.0,0.7549,0
47960,ZAPAYÁN,MAGDALENA,Bajo,0.2254,0.0,0.0,0.3715,0.0,0.0,0
73483,NATAGAIMA,TOLIMA,Bajo,0.2249,0.2342,0.0,0.0941,0.0,0.3368,0
5264,ENTRERRÍOS,ANTIOQUIA,Medio,0.2239,0.8074,0.0,0.0,0.0,0.0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,Medio,0.2233,0.531,0.0,0.368,0.0,0.0,0
20750,SAN DIEGO,CESAR,Medio,0.2228,0.5311,0.0,0.2434,0.0,0.25,0
13300,HATILLO DE LOBA,BOLÍVAR,Medio,0.2224,0.5035,0.0,0.1502,0.0,0.379,0
15798,TENZA,BOYACÁ,Bajo,0.2217,0.2961,0.0,0.0,0.09,0.0,0
70771,SUCRE,SUCRE,Bajo,0.2209,0.4254,0.0,0.3113,0.0,0.0,0
25793,TAUSA,CUNDINAMARCA,Alto,0.2197,0.6741,0.0,0.0,0.0,0.6792,0
52687,SAN LORENZO,NARIÑO,Bajo,0.2193,0.0,0.0,0.35,0.0,0.0,0
70742,SAN LUIS DE SINCÉ,SUCRE,Bajo,0.2193,0.0,0.0,0.3449,0.0,0.0,0
68745,SIMACOTA,SANTANDER,Bajo,0.2191,0.0,0.0,0.3455,0.0,0.0,0
13683,SANTA ROSA,BOLÍVAR,Medio,0.2191,0.4277,0.0,0.3522,0.0,0.0,0
15276,FLORESTA,BOYACÁ,Bajo,0.217,0.0858,0.0,0.1198,0.0,0.0,0
68418,LOS SANTOS,SANTANDER,Medio,0.2166,0.625,0.0,0.1782,0.0,0.0,0
68464,MOGOTES,SANTANDER,Medio,0.2166,0.4562,0.0,0.3495,0.0,0.0,0
19743,SILVIA,CAUCA,Bajo,0.2164,0.0,0.0,0.262,0.0,0.0,0
73585,PURIFICACIÓN,TOLIMA,Bajo,0.2163,0.1548,0.0,0.2006,0.0,0.0,0
70429,MAJAGUAL,SUCRE,Bajo,0.2152,0.0,0.0,0.2649,0.0,0.0,0
52320,GUAITARILLA,NARIÑO,Bajo,0.2148,0.0,0.0,0.3016,0.0,0.0,0
47720,SANTA BÁRBARA DE PINTO,MAGDALENA,Bajo,0.2148,0.0,0.0,0.2639,0.0,0.0,0
70823,SAN JOSÉ DE TOLUVIEJO,SUCRE,Alto,0.2147,0.6684,0.0,0.0,0.0,0.6786,0
13442,MARÍA LA BAJA,BOLÍVAR,Medio,0.2146,0.4902,0.0,0.0,0.0,0.7786,0
47161,CERRO DE SAN ANTONIO,MAGDALENA,Bajo,0.2141,0.0,0.0,0.2735,0.0,0.0,0
70110,BUENAVISTA,SUCRE,Bajo,0.2137,0.0,0.0,0.2779,0.0,0.0,0
41006,ACEVEDO,HUILA,Bajo,0.2136,0.0,0.0,0.2803,0.0,0.0,0
81736,SARAVENA,ARAUCA,Medio,0.213,0.4774,0.0,0.0,0.0,0.783,0
47258,EL PIÑÓN,MAGDALENA,Bajo,0.2127,0.0,0.0,0.2497,0.0,0.0,0
47692,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,Bajo,0.2111,0.0,0.0,0.3285,0.0,0.0,0
70001,SINCELEJO,SUCRE,Medio,0.2101,0.5197,0.0,0.3557,0.0,0.0,0
68500,OIBA,SANTANDER,Medio,0.2092,0.52,0.0,0.314,0.0,0.0,0
19513,PADILLA,CAUCA,Bajo,0.209,0.0,0.0,0.1641,0.0,0.0,0
47170,CHIVOLO,MAGDALENA,Bajo,0.209,0.0,0.0,0.1611,0.0,0.0,0
19100,BOLÍVAR,CAUCA,Medio,0.2073,0.4963,0.0,0.3504,0.0,0.0,0
54128,CÁCHIRA,NORTE DE SANTANDER,Bajo,0.207,0.0,0.0,0.1662,0.0,0.0,0
13836,TURBACO,BOLÍVAR,Alto,0.2068,0.7496,0.0,0.0,0.0,0.3273,0
23001,MONTERÍA,CÓRDOBA,Alto,0.2064,0.7448,0.0,0.0,0.0,0.4252,0
73873,VILLARRICA,TOLIMA,Bajo,0.2049,0.1577,0.0,0.0,0.0,0.7076,0
15790,TASCO,BOYACÁ,Medio,0.203,0.797,0.0,0.0,0.0,0.0,0
68132,CALIFORNIA,SANTANDER,Alto,0.2007,0.6954,0.0,0.0,0.0,0.5988,0
68547,PIEDECUESTA,SANTANDER,Medio,0.2005,0.5982,0.0,0.1449,0.0,0.0,0
76001,SANTIAGO DE CALI,VALLE DEL CAUCA,Alto,0.1988,0.7017,0.0,0.0,0.0,0.5722,0
41551,PITALITO,HUILA,Alto,0.1977,0.6629,0.0,0.0,0.0,0.6647,0
13440,MARGARITA,BOLÍVAR,Bajo,0.1976,0.3132,0.0,0.2385,0.0,0.0,0
5665,SAN PEDRO DE URABÁ,ANTIOQUIA,Bajo,0.1957,0.0,0.0,0.0,0.0,0.7227,0
41349,HOBO,HUILA,Bajo,0.1937,0.3698,0.0,0.1571,0.0,0.0,0
50686,SAN JUANITO,META,Bajo,0.1937,0.0,0.0,0.0,0.0,0.7203,0
5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,Medio,0.1936,0.5693,0.0,0.0,0.0,0.7133,0
25885,YACOPÍ,CUNDINAMARCA,Bajo,0.1914,0.0017,0.0,0.0,0.0,0.6921,0
17614,RIOSUCIO,CALDAS,Bajo,0.1907,0.4643,0.0,0.1687,0.0,0.0,0
23574,PUERTO ESCONDIDO,CÓRDOBA,Bajo,0.1898,0.2233,0.0,0.1782,0.0,0.0,0
18001,FLORENCIA,CAQUETÁ,Alto,0.1883,0.6307,0.0,0.0,0.0,0.681,0
86219,COLÓN,PUTUMAYO,Bajo,0.1882,0.072,0.068,0.0,0.0,0.0,0
68001,BUCARAMANGA,SANTANDER,Medio,0.183,0.5808,0.0,0.1076,0.0,0.0,0
73030,AMBALEMA,TOLIMA,Bajo,0.1818,0.507,0.0,0.1521,0.0,0.0,0
47605,REMOLINO,MAGDALENA,Bajo,0.1805,0.004,0.0,0.0,0.0,0.6523,0
68444,MATANZA,SANTANDER,Bajo,0.1803,0.3664,0.0,0.1101,0.0,0.0,0
27075,BAHÍA SOLANO,CHOCÓ,Bajo,0.1797,0.0,0.0,0.0,0.0,0.7078,0
25580,PULÍ,CUNDINAMARCA,Bajo,0.1772,0.1696,0.0,0.0,0.0,0.6714,0
52287,FUNES,NARIÑO,Bajo,0.1769,0.4296,0.1078,0.0,0.0,0.0,0
15001,TUNJA,BOYACÁ,Medio,0.1766,0.7862,0.0,0.0,0.0,0.0,0
8421,LURUACO,ATLÁNTICO,Alto,0.1756,0.6745,0.0,0.0,0.0,0.5306,0
5579,PUERTO BERRÍO,ANTIOQUIA,Alto,0.1753,0.662,0.0,0.0,0.0,0.6041,0
8758,SOLEDAD,ATLÁNTICO,Bajo,0.1741,0.0,0.0,0.0,0.0,0.6996,0
5736,SEGOVIA,ANTIOQUIA,Alto,0.1734,0.736,0.0,0.0,0.0,0.25,0
76606,RESTREPO,VALLE DEL CAUCA,Bajo,0.1705,0.3305,0.0,0.0,0.0,0.7267,0
68250,EL PEÑÓN,SANTANDER,Bajo,0.1704,0.0,0.0,0.0,0.0,0.6896,0
68092,BETULIA,SANTANDER,Alto,0.1694,0.7233,0.0,0.0,0.0,0.2962,0
41660,SALADOBLANCO,HUILA,Bajo,0.167,0.0191,0.0,0.0,0.0,0.5288,0
44420,LA JAGUA DEL PILAR,LA GUAJIRA,Bajo,0.167,0.1171,0.0,0.0761,0.0,0.0,0
73124,CAJAMARCA,TOLIMA,Bajo,0.1663,0.0867,0.0,0.0,0.0,0.5179,0
23168,CHIMÁ,CÓRDOBA,Bajo,0.1647,0.0,0.0,0.0,0.0,0.6805,0
25178,CHIPAQUE,CUNDINAMARCA,Bajo,0.164,0.4036,0.0,0.0,0.04,0.3046,0
50577,PUERTO LLERAS,META,Bajo,0.163,0.0,0.0,0.0,0.0,0.6782,0
76246,EL CAIRO,VALLE DEL CAUCA,Bajo,0.163,0.0,0.0,0.0,0.0,0.6786,0
68615,RIONEGRO,SANTANDER,Alto,0.1603,0.6835,0.0,0.0,0.0,0.4783,0
54820,TOLEDO,NORTE DE SANTANDER,Medio,0.16,0.5478,0.0,0.0,0.0,0.693,0
5697,EL SANTUARIO,ANTIOQUIA,Bajo,0.1598,0.1171,0.0,0.0,0.0,0.488,0
66682,SANTA ROSA DE CABAL,RISARALDA,Alto,0.1573,0.6205,0.0,0.0,0.0,0.642,0
66572,PUEBLO RICO,RISARALDA,Bajo,0.1564,0.2601,0.0,0.0,0.0,0.6824,0
76306,GINEBRA,VALLE DEL CAUCA,Medio,0.156,0.4399,0.0,0.0,0.0,0.7101,0
54223,CUCUTILLA,NORTE DE SANTANDER,Bajo,0.1559,0.0,0.0,0.0,0.0,0.667,0
5660,SAN LUIS,ANTIOQUIA,Alto,0.1549,0.6148,0.0,0.0,0.0,0.6434,0
5756,SONSÓN,ANTIOQUIA,Medio,0.1549,0.7678,0.0,0.0,0.0,0.0,0
76497,OBANDO,VALLE DEL CAUCA,Bajo,0.1527,0.0616,0.0,0.0,0.0,0.1958,0
85325,SAN LUIS DE PALENQUE,CASANARE,Bajo,0.1527,0.0,0.0,0.0,0.0,0.6602,0
25758,SOPÓ,CUNDINAMARCA,Bajo,0.1519,0.1171,0.0,0.0,0.0,0.4676,0
5284,FRONTINO,ANTIOQUIA,Medio,0.1515,0.5798,0.0,0.0,0.0,0.6598,0
17524,PALESTINA,CALDAS,Medio,0.1513,0.6762,0.0,0.0,0.0,0.163,0
85440,VILLANUEVA,CASANARE,Medio,0.1511,0.6811,0.0,0.0,0.0,0.1882,0
5364,JARDÍN,ANTIOQUIA,Bajo,0.1509,0.2053,0.0,0.0,0.0,0.6582,0
66318,GUÁTICA,RISARALDA,Bajo,0.1502,0.1334,0.0,0.0,0.0,0.4935,0
19585,PURACÉ,CAUCA,Bajo,0.15,0.0538,0.0,0.0,0.0,0.3832,0
5091,BETANIA,ANTIOQUIA,Bajo,0.1497,0.0,0.0,0.0,0.0,0.6592,0
15837,TUTA,BOYACÁ,Medio,0.1486,0.659,0.0,0.0,0.0,0.1297,0
23675,SAN BERNARDO DEL VIENTO,CÓRDOBA,Bajo,0.1472,0.0,0.0,0.0,0.0,0.651,0
41378,LA ARGENTINA,HUILA,Bajo,0.1468,0.0,0.0,0.0,0.0,0.6465,0
18592,PUERTO RICO,CAQUETÁ,Medio,0.1455,0.512,0.0,0.0,0.0,0.6907,0
17873,VILLAMARÍA,CALDAS,Alto,0.1451,0.6662,0.0,0.0,0.0,0.4626,0
66687,SANTUARIO,RISARALDA,Medio,0.1449,0.6812,0.0,0.0,0.0,0.3987,0
25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,Bajo,0.1442,0.0561,0.0,0.0,0.0,0.3399,0
41013,AGRADO,HUILA,Bajo,0.144,0.0825,0.0,0.0,0.0,0.3853,0
25777,SUPATÁ,CUNDINAMARCA,Bajo,0.1439,0.0,0.0,0.0,0.0,0.6354,0
15051,ARCABUCO,BOYACÁ,Medio,0.1437,0.6299,0.0,0.0,0.0,0.5464,0
23162,CERETÉ,CÓRDOBA,Bajo,0.1434,0.0094,0.0,0.0,0.0,0.4567,0
17174,CHINCHINÁ,CALDAS,Medio,0.1428,0.6951,0.0,0.0,0.0,0.2948,0
25736,SESQUILÉ,CUNDINAMARCA,Bajo,0.1427,0.1171,0.0,0.0,0.0,0.1958,0
5543,PEQUE,ANTIOQUIA,Bajo,0.1422,0.0,0.0,0.0,0.0,0.6344,0
44110,EL MOLINO,LA GUAJIRA,Bajo,0.1417,0.1171,0.0,0.0,0.0,0.4417,0
27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,Bajo,0.1412,0.281,0.0,0.0,0.0,0.6758,0
5649,SAN CARLOS,ANTIOQUIA,Medio,0.1411,0.5907,0.0,0.0,0.0,0.623,0
15466,MONGUÍ,BOYACÁ,Medio,0.1403,0.4488,0.0,0.0,0.0,0.6914,0
5321,GUATAPÉ,ANTIOQUIA,Bajo,0.1399,0.0,0.0,0.0,0.0,0.6289,0
5809,TITIRIBÍ,ANTIOQUIA,Medio,0.1395,0.6641,0.0,0.0,0.0,0.4537,0
25288,FÚQUENE,CUNDINAMARCA,Bajo,0.1392,0.0,0.0,0.0,0.0,0.6304,0
27245,EL CARMEN DE ATRATO,CHOCÓ,Bajo,0.1372,0.2351,0.0,0.0,0.0,0.6394,0
5483,NARIÑO,ANTIOQUIA,Medio,0.1365,0.4947,0.0,0.0,0.0,0.6785,0
41615,RIVERA,HUILA,Medio,0.1357,0.5529,0.0,0.0,0.0,0.6526,0
5055,ARGELIA,ANTIOQUIA,Medio,0.1357,0.5304,0.0,0.0,0.0,0.6613,0
76122,CAICEDONIA,VALLE DEL CAUCA,Medio,0.1354,0.6915,0.0,0.0,0.0,0.3041,0
5004,ABRIAQUÍ,ANTIOQUIA,Medio,0.1347,0.519,0.0,0.0,0.0,0.6708,0
52788,TANGUA,NARIÑO,Bajo,0.134,0.0,0.0,0.0,0.0,0.6147,0
15407,VILLA DE LEYVA,BOYACÁ,Medio,0.1338,0.6392,0.0,0.0,0.0,0.1321,0
15842,ÚMBITA,BOYACÁ,Medio,0.1325,0.5847,0.0,0.0,0.0,0.5981,0
23580,PUERTO LIBERTADOR,CÓRDOBA,Medio,0.132,0.6934,0.0,0.0,0.0,0.25,0
27450,MEDIO SAN JUAN,CHOCÓ,Medio,0.1319,0.6919,0.0,0.0,0.0,0.25,0
54405,LOS PATIOS,NORTE DE SANTANDER,Medio,0.1317,0.7511,0.0,0.0,0.0,0.0,0
13490,NOROSÍ,BOLÍVAR,Medio,0.1317,0.7514,0.0,0.0,0.0,0.0,0
52480,NARIÑO,NARIÑO,Bajo,0.1317,0.1371,0.0,0.0,0.0,0.1886,0
54480,MUTISCUA,NORTE DE SANTANDER,Bajo,0.1305,0.2189,0.0,0.0,0.0,0.5847,0
76377,LA CUMBRE,VALLE DEL CAUCA,Bajo,0.1305,0.0036,0.0,0.0,0.0,0.4603,0
25335,GUAYABETAL,CUNDINAMARCA,Bajo,0.1299,0.2071,0.0,0.0,0.0,0.5107,0
66456,MISTRATÓ,RISARALDA,Medio,0.1273,0.5018,0.0,0.0,0.0,0.6608,0
15814,TOCA,BOYACÁ,Bajo,0.1273,0.2281,0.0,0.0,0.0,0.6208,0
25326,GUATAVITA,CUNDINAMARCA,Medio,0.127,0.5629,0.0,0.0,0.0,0.6108,0
52256,EL ROSARIO,NARIÑO,Bajo,0.1266,0.0,0.0,0.0,0.0,0.5742,0
5310,GÓMEZ PLATA,ANTIOQUIA,Medio,0.1252,0.6655,0.0,0.0,0.0,0.3599,0
15135,CAMPOHERMOSO,BOYACÁ,Bajo,0.1247,0.0,0.0,0.0,0.0,0.5621,0
68705,SANTA BÁRBARA,SANTANDER,Bajo,0.1247,0.0,0.0,0.0,0.0,0.5622,0
5847,URRAO,ANTIOQUIA,Bajo,0.1246,0.3168,0.0,0.0,0.0,0.6591,0
85136,LA SALINA,CASANARE,Bajo,0.1244,0.1171,0.0,0.0,0.0,0.2266,0
15204,CÓMBITA,BOYACÁ,Medio,0.1243,0.6006,0.0,0.0,0.0,0.1145,0
54660,SALAZAR,NORTE DE SANTANDER,Medio,0.124,0.5517,0.0,0.0,0.0,0.6301,0
25312,GRANADA,CUNDINAMARCA,Bajo,0.1238,0.0,0.0,0.0,0.0,0.559,0
41530,PALESTINA,HUILA,Bajo,0.1238,0.0,0.0,0.0,0.0,0.5682,0
18029,ALBANIA,CAQUETÁ,Medio,0.1235,0.5296,0.0,0.0,0.0,0.6495,0
19780,SUÁREZ,CAUCA,Medio,0.1233,0.5894,0.0,0.0,0.0,0.5217,0
50606,RESTREPO,META,Medio,0.1233,0.6472,0.0,0.0,0.0,0.0635,0
5150,CAROLINA,ANTIOQUIA,Bajo,0.1232,0.1131,0.0,0.0,0.0,0.2998,0
63111,BUENAVISTA,QUINDÍO,Bajo,0.123,0.0386,0.0,0.0,0.0,0.2522,0
5206,CONCEPCIÓN,ANTIOQUIA,Bajo,0.1223,0.1746,0.0,0.0,0.0,0.4525,0
5361,ITUANGO,ANTIOQUIA,Bajo,0.1221,0.2846,0.0,0.0,0.0,0.6257,0
63272,FILANDIA,QUINDÍO,Bajo,0.1216,0.2305,0.0,0.0,0.0,0.5846,0
5400,LA UNIÓN,ANTIOQUIA,Medio,0.1215,0.4974,0.0,0.0,0.0,0.6593,0
15325,GUAYATÁ,BOYACÁ,Medio,0.1215,0.578,0.0,0.0,0.0,0.582,0
25488,NILO,CUNDINAMARCA,Medio,0.1214,0.6822,0.0,0.0,0.0,0.2913,0
25035,ANAPOIMA,CUNDINAMARCA,Bajo,0.1211,0.178,0.0,0.0,0.0,0.1589,0
41801,TERUEL,HUILA,Medio,0.1205,0.5337,0.0,0.0,0.0,0.6395,0
5313,GRANADA,ANTIOQUIA,Bajo,0.1204,0.1171,0.0,0.0,0.0,0.2361,0
68377,LA BELLEZA,SANTANDER,Bajo,0.12,0.2966,0.0,0.0,0.0,0.6469,0
8606,REPELÓN,ATLÁNTICO,Medio,0.119,0.6336,0.0,0.0,0.0,0.4688,0
54377,LABATECA,NORTE DE SANTANDER,Medio,0.1189,0.5969,0.0,0.0,0.0,0.1515,0
5347,HELICONIA,ANTIOQUIA,Bajo,0.1189,0.3647,0.0,0.0,0.0,0.6547,0
